,employer,record_date,comment,overall_result,interesting_tasks,equality,communication,working_conditions,supervisor_behavior,dealing_w_older_colleagues,colleague_cohesion,environmental_social awareness,salary_benefits,career_training,work_life_balance,image,overall_number
1613,pumagroup,Mai 2018,"PUMA is Life, Sport & Family",recommended,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,1
1614,rwe,Oktober 2019,"Prima Arbeitgeber mit guter Arbeitsathmosphäre, Weiterbildungsmöglichkeiten und Karriereentwicklung.",recommended,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,1
1615,brenntag,Februar 2018,Weltmarktführer,not_recommended,2.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,,0
1616,linde,Mai 2020,Niederlassung Köln werden unerwünschte Mitarbeiter raus gemobbt,not_recommended,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0
1617,continental-gruppe,Dezember 2021,"Faire Bezahlung, sehr unterschiedliche Arbeitsbedingungen je nach Bereich.",recommended,3.0,5.0,2.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,2.0,1
1618,zalando,Juni 2021,Moderne Arbeitskultur im Homeoffice,recommended,3.0,5.0,4.0,3.0,5.0,5.0,3.0,4.0,2.0,3.0,2.0,4.0,1
1619,rwe,November 2019,"Konservativ, hierarchisch, schlechte Kommunikation und kein Miteinander",not_recommended,1.0,4.0,1.0,1.0,2.0,2.0,5.0,2.0,1.0,5.0,1.0,1.0,0
1620,zalando,September 2021,Junge Leute ausbeuten und nur Aussehen,not_recommended,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,0
1621,rwe,Januar 2020,es gibt mit sicherheit schlechtere arbeitgeber,recommended,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,1.0,1
1622,infineon-technologies,Dezember 2021,a lot of useful tasks,recommended,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,5.0,5.0,5.0,1
1623,henkel-aa,September 2020,"Toller Arbeitgeber, nette Kollgen, spannende Projekte, Möglichkeiten zur Weiterbildung!",recommended,5.0,4.0,4.0,,5.0,5.0,4.0,,4.0,5.0,4.0,5.0,1
1624,merckaa,Mai 2020,"Flexibilität, aufgebaut auf einem bereits sehr guten Setup",recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,1
1625,airbus,Dezember 2021,"Furchtbares Management, schlechte Organisation",not_recommended,3.0,1.0,3.0,4.0,4.0,4.0,3.0,1.0,5.0,,5.0,3.0,0
1626,eon,April 2021,Bester Arbeitgeber für Familien,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
1627,zalando,September 2021,Ausbeutung und keine Wertschätzung auf ein hohes Level,not_recommended,3.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,0
1628,sartorius,Januar 2021,"Tolles Team, spannende Projekte",recommended,4.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,3.0,4.0,4.0,4.0,1
1629,merckaa,April 2022,Steigt und fällt mit der Führungskraft und mittlerem Managment,recommended,5.0,4.0,3.0,4.0,1.0,5.0,5.0,5.0,4.0,1.0,3.0,5.0,1
1630,vonovia-se,April 2022,Teilzeit nach elternzeit ohne Probleme möglich,recommended,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,1
1631,continental-gruppe,Januar 2022,"Interessante, innovative Produkte. Die viel beschworenen Werte gelten leider nur noch auf dem Papier.",recommended,4.0,4.0,2.0,3.0,3.0,4.0,5.0,3.0,4.0,3.0,3.0,4.0,1
1632,hellofresh,Januar 2019,"Fast ein Jahr bei HelloFresh - Sofort-Verantwortung, schnelle Einarbeitung, starke Lernkurve, viel Spaß",recommended,5.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,5.0,4.0,5.0,1
1633,hannover-rueckversicherung,April 2015,nichts für kreative und/oder junge Leute,not_recommended,1.0,3.0,1.0,2.0,2.0,4.0,3.0,3.0,3.0,1.0,3.0,1.0,0
1634,bmwgroup,Januar 2022,immer wieder einer der absoluten Top-Arbeigeber,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
1635,henkel-aa,März 2021,"Super Arbeitgeber, der persönliche Weiterentwicklung ermöglicht",recommended,5.0,4.0,5.0,3.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,1
1636,linde,April 2022,Der Schein trübt - sehr sehr schlechte Zustände herrschen dort,not_recommended,2.0,3.0,2.0,2.0,2.0,4.0,1.0,2.0,3.0,2.0,1.0,3.0,0
1637,airbus,Januar 2022,"Traumjob, wenn Netzwerken Dein Fall ist",recommended,4.0,4.0,3.0,4.0,3.0,3.0,2.0,4.0,5.0,4.0,5.0,5.0,1
1638,deutsche-bank,April 2022,Ein Ort zum Krank werden,not_recommended,3.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,3.0,3.0,1.0,1.0,0
1639,sap,Februar 2022,The Fall of the House of Hasso (free after Edgar Allen Poe),not_recommended,5.0,5.0,2.0,2.0,3.0,3.0,5.0,5.0,3.0,3.0,1.0,4.0,0
1640,porsche-gruppe,April 2022,Super Onboarding / super aufgestellt für eine digitale Einarbeitung.,recommended,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,1
1641,deutsche-post,April 2022,Zukunftsträchtiger Job in stabilem Umfeld und sehr hoher Homeoffice Flexibilität,recommended,5.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,3.0,4.0,1
1642,sartorius,Dezember 2021,Praxis und Theorie in einem,recommended,4.0,4.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,1
1643,airbus,Dezember 2020,individuelle subjektive Einschätzung,not_recommended,4.0,5.0,2.0,4.0,2.0,5.0,3.0,3.0,5.0,3.0,5.0,3.0,0
1644,sap,März 2022,Extrem schlechte Gehaltsrunden 2020 + 2021,recommended,4.0,4.0,3.0,5.0,5.0,4.0,4.0,3.0,1.0,2.0,2.0,3.0,1
1645,sartorius,Dezember 2020,Sehr bodenständiger Arbeitgeber in der Region,recommended,3.0,4.0,4.0,5.0,3.0,5.0,3.0,3.0,5.0,5.0,4.0,5.0,1
1646,hannover-rueckversicherung,April 2021,Gefakte positiv Bewertungen,not_recommended,3.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,0
1647,basf-se,Oktober 2021,no-go for competent international r&d personnel,not_recommended,1.0,,,,4.0,,2.0,,3.0,1.0,4.0,,0
1648,mtuaeroengines,März 2022,Ihr solltet den Kollegen nicht Vertrauen,not_recommended,1.0,1.0,3.0,4.0,2.0,5.0,3.0,5.0,5.0,,4.0,1.0,0
1649,muenchener-rueckversicherung,Mai 2017,Theoretisch familienfreundlich,not_recommended,2.0,2.0,2.0,4.0,3.0,2.0,4.0,3.0,3.0,1.0,3.0,3.0,0
1650,deutsche-bank,August 2020,Tolle Erfahrung im Praktikum,recommended,5.0,,,,,,,,,,,,1
1651,hellofresh,Juni 2021,Tolle Kultur und sehr wertschätzender Arbeitgeber,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,1
1652,sartorius,Mai 2020,Arbeiten in einem dynamischen Umfeld,recommended,5.0,4.0,3.0,5.0,4.0,5.0,3.0,4.0,5.0,2.0,5.0,5.0,1
1653,qiagen,Mai 2019,"Vereinbarkeit von Job und Familie wird kontinuierlich verbessert, es gibt aber noch Luft nach oben",recommended,5.0,4.0,2.0,4.0,5.0,5.0,5.0,2.0,2.0,3.0,5.0,5.0,1
1654,merckaa,Mai 2020,Super Arbeitgeber,recommended,4.0,4.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
1655,adidas,Oktober 2021,getting worse and worse each day...,not_recommended,2.0,2.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,4.0,0
1656,merckaa,März 2022,Mehr Schein als Sein,not_recommended,3.0,2.0,1.0,2.0,1.0,,3.0,5.0,3.0,1.0,3.0,2.0,0
1657,basf-se,Januar 2022,Toller Arbeitgeber mit spannenden Zukunftsthemen,recommended,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,1
1658,deutsche-telekom,April 2022,"Gute Bezahlung, wenig Entwicklung",recommended,4.0,3.0,3.0,4.0,2.0,5.0,3.0,4.0,2.0,5.0,2.0,4.0,1
1659,linde,September 2021,"Familienfreundliche Arbeitszeitmodelle, anspruchsvolle und interessante Aufgaben",recommended,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,5.0,1
1660,muenchener-rueckversicherung,Mai 2018,Ausbaufähig,recommended,2.0,2.0,3.0,3.0,4.0,4.0,5.0,4.0,4.0,3.0,3.0,4.0,1
1661,deutsche-telekom,April 2022,Organisation in der agilen Transformation,recommended,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,,4.0,4.0,1
1662,qiagen,August 2021,Nicht mehr meine Firma,not_recommended,2.0,1.0,2.0,3.0,4.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,0
1663,deutsche-boerse,Februar 2019,Super Arbeitgeber,recommended,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,1
1664,deutsche-telekom,März 2022,Alles nur wegen der Telekom,recommended,,,,,,,,,,,,,1
1665,covestro-deutschland3,Mai 2020,So lala,not_recommended,1.0,3.0,1.0,2.0,5.0,5.0,3.0,3.0,1.0,2.0,3.0,3.0,0
1666,basf-se,November 2021,"Der große Arbeitgeber, der im Kopf umsetzt aber die direkten Vorgesetzen komplett Versagen",not_recommended,2.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0
1667,airbus,Februar 2021,Auf jetzige vorgesetzte kann man verzichten,recommended,4.0,4.0,3.0,4.0,2.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,1
1668,covestro-deutschland3,Juli 2021,Mehr Schein als Sein,not_recommended,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,0
1669,delivery-hero,Juni 2017,Auf hoher See schwimmen lernen,recommended,5.0,5.0,3.0,5.0,4.0,4.0,5.0,2.0,4.0,3.0,4.0,5.0,1
1670,adidas,Juli 2021,"Außen hui, innen …",not_recommended,2.0,2.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,0
1671,rwe,November 2019,Super Arbeitgeber mit Verbesserungspotenzial,recommended,4.0,4.0,2.0,5.0,4.0,5.0,5.0,5.0,4.0,3.0,3.0,3.0,1
1672,brenntag,April 2019,Key Account Management,recommended,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,3.0,1
1673,qiagen,Januar 2019,Tolle Vision - Tolle Produkte - Menschenverachtender neuer Personalvorstand,not_recommended,2.0,1.0,1.0,1.0,1.0,3.0,5.0,3.0,4.0,3.0,1.0,5.0,0
1674,adidas,März 2021,Bewertung adidas AG,not_recommended,4.0,1.0,2.0,1.0,5.0,1.0,4.0,1.0,3.0,3.0,2.0,5.0,0
1675,daimler-truck3,August 2021,Traumfirma,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
1676,linde,November 2021,Nach wie vor ein guter und wirtschaftlich erfolgreicher Arbeitgeber mit vielen nationalen und internationalen Chancen,recommended,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,1
1677,mtuaeroengines,Februar 2022,"Viele könnten, wenn sie dürften. ..",not_recommended,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,5.0,5.0,2.0,0
1678,zalando,Oktober 2021,Zalando Studios Berlin GmbH ehemalst Zalando Conten Creation Co. Kg,recommended,4.0,4.0,3.0,4.0,5.0,4.0,5.0,4.0,3.0,4.0,2.0,,1
1679,porsche-gruppe,Januar 2022,Toller Arbeitgeber,recommended,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,3.0,5.0,5.0,1
1680,sap,März 2022,Up-to-date Senior Prozessberater,recommended,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,4.0,4.0,2.0,4.0,1
1681,pumagroup,Januar 2020,Einer der besten Arbeitgeber,recommended,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
1682,infineon-technologies,Dezember 2021,Sehr gut,recommended,4.0,5.0,4.0,5.0,3.0,5.0,5.0,4.0,5.0,3.0,5.0,4.0,1
1683,merckaa,Oktober 2020,Ein wirklich toller Arbeitgeber,recommended,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
1684,daimler-truck3,Januar 2022,"Langweilige Arbeit, gute Bedingungen",recommended,1.0,5.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,1.0,4.0,3.0,1
1685,daimler-truck3,April 2020,Krisenmanagement während Pandemie,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,1
1686,brenntag,August 2021,Schlechter Arbeitgeber,not_recommended,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
1687,deutsche-boerse,Oktober 2021,"Tolle Kolleg*innen, super Arbeitsatmosphäre, abwechslungsreiche Aufgaben - top Gestamtpaket!",recommended,5.0,5.0,5.0,5.0,5.0,,5.0,,,5.0,5.0,,1
1688,muenchener-rueckversicherung,Dezember 2021,Moderner Arbeitgeber der Tradition und Innovation optimal verbindet,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
1689,sap,März 2022,Nach dem Studium zur SAP,recommended,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,1
1690,daimler-truck3,September 2021,Es kommt auf dich an.,recommended,4.0,3.0,4.0,4.0,1.0,4.0,4.0,3.0,5.0,4.0,4.0,5.0,1
1691,basf-se,Mai 2022,Sehr niedriges Gehalt (-). flexibel / mobiles Arbeiten (+) - insgesamt nicht zu empfehlen,not_recommended,2.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,3.0,2.0,3.0,0
1692,basf-se,Dezember 2021,"I worked on 3 projects in the disruptive innovation space, overall my team was completely satisfied with my performance",recommended,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,1
1693,bmwgroup,Dezember 2021,Praktikum in München unbedingt - sowohl beruflich aber auch persönlich empfehlenswert,recommended,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,1
1694,continental-gruppe,März 2022,Abwechslungsreiche und verantwortungsvolle Stelle als Sales Manager,recommended,4.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,1
1695,fresenius-medical-care,Dezember 2021,"Nicht gehört, nicht gesehen, nicht geschätzt",not_recommended,1.0,4.0,2.0,4.0,2.0,4.0,1.0,4.0,3.0,1.0,3.0,2.0,0
1696,symrise,Juni 2018,Genügend: 1 von 5 Sternen,recommended,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
1697,eon,Juli 2021,Hierarchie vor Kompetenz,not_recommended,3.0,1.0,2.0,1.0,1.0,2.0,5.0,1.0,4.0,1.0,2.0,3.0,0
1698,rwe,Juli 2019,Ein Spitzenarbeitgeber mit herausragender Unternehmenskultur,recommended,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,1
1699,basf-se,April 2022,"Bestens, weiter so!",recommended,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,1
1700,mtuaeroengines,März 2022,Top Arbeitgeber,recommended,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,1
1701,mercedes-benz-group,April 2022,einfach nur Top!,recommended,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,1
1702,airbus,März 2022,Hervorragender Arbeitgeber in fast allen Punkten,recommended,5.0,5.0,3.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,1
1703,rwe,Juni 2019,RWE als Arbeitgeber: nicht mit dem Gewissen vereinbar.,not_recommended,1.0,2.0,3.0,1.0,2.0,3.0,1.0,1.0,2.0,3.0,1.0,,0
1704,vonovia-se,September 2021,Hannover - Effektive Kostenreduzierung,recommended,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1
1705,volkswagen,April 2022,Arbeitgeber zum Weiterempfehlen.,recommended,5.0,5.0,5.0,3.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,1
1706,continental-gruppe,Februar 2022,Leider in den letzten Jahren sehr abgebaut,not_recommended,1.0,1.0,3.0,1.0,4.0,4.0,1.0,4.0,3.0,3.0,1.0,2.0,0
1707,mtuaeroengines,März 2022,Einfach nur super,recommended,,,,,,,,,,,,,1
1708,fresenius-se,Juli 2015,Starke Firma und Top Kollegen,recommended,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,1
1709,covestro-deutschland3,Mai 2020,Tolles Unternehmen mit tollen Werten,recommended,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,1
1710,fresenius-medical-care,November 2019,"Mehr Schein als sein. Man verliert die Ressource Mitarbeiter aus den Augen, jederzeit austauschbar.",not_recommended,1.0,1.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,1.0,2.0,3.0,0
1711,zalando,April 2022,"Tolles Kollegenumfeld, sehr familienfreundlich, schlechte Gehaltsverhandlungen",recommended,4.0,4.0,5.0,5.0,4.0,3.0,5.0,5.0,3.0,3.0,5.0,3.0,1
1712,siemens,Januar 2022,Spannendes Unternehmen mit vielen Entwicklungsmöglichkeiten und viel Arbeit,recommended,5.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,1
1713,fresenius-medical-care,Januar 2022,Bewertung meines Praxissemesters bei Fresenius Medical Care,recommended,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,1
1714,linde,März 2022,So schade...,not_recommended,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0,3.0,4.0,2.0,0
1715,symrise,Juli 2021,Unternehmen mit Potential,recommended,5.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,2.0,4.0,1
1716,brenntag,September 2020,"Anstatt besser, wurde es immer schlimmer, also Zeit zu gehen!",not_recommended,2.0,1.0,2.0,4.0,1.0,,1.0,1.0,1.0,1.0,2.0,,0
1717,adidas,Januar 2022,"Gutes Arbeitsverhältnis, dafür jedoch Mangel an Wertschätzung der Vorgesetzten",recommended,5.0,4.0,5.0,5.0,3.0,4.0,3.0,1.0,5.0,5.0,5.0,4.0,1
1718,merckaa,Januar 2022,Meine Bewertung,recommended,4.0,2.0,5.0,5.0,4.0,5.0,1.0,3.0,5.0,3.0,5.0,4.0,1
1719,hellofresh,September 2019,"junges Unternehmen, nette Stimmung und spannende Aufgaben",recommended,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,2.0,5.0,1
1720,deutsche-post,April 2022,Keine Zeit für Kinder,not_recommended,1.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,0
1721,bmwgroup,März 2022,"Arbeitsbelastung ist viel zu hoch, alle Aufträge werden ungeprüft auf Sinnhaftigkeit angenommen",not_recommended,5.0,5.0,5.0,2.0,1.0,1.0,5.0,5.0,5.0,5.0,1.0,3.0,0
1722,mtuaeroengines,Mai 2022,Abenteuerliche Personalpolitik,not_recommended,1.0,1.0,,1.0,,1.0,,,1.0,,,,0
1723,adidas,Dezember 2021,Adidas hat mir sehr viele Möglichkeiten gegeben und mir die Arbeitswelt gut gezeigt,recommended,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,1
1724,pumagroup,April 2019,Coole Marke - Arbeiten in einem Internationalen Umfeld,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
1725,qiagen,Juni 2018,Gut: 3.08 von 5 Sternen,not_recommended,3.0,3.0,2.0,4.0,3.0,3.0,4.0,3.0,4.0,2.0,3.0,3.0,0
1726,merckaa,Januar 2022,Starkes Unternehmen - Schwache Führung(skultur),not_recommended,2.0,5.0,2.0,4.0,1.0,,2.0,5.0,3.0,2.0,4.0,4.0,0
1727,qiagen,Juni 2018,Befriedigend: 2.62 von 5 Sternen,not_recommended,3.0,1.0,2.0,4.0,3.0,2.0,3.0,3.0,1.0,2.0,4.0,3.0,0
1728,siemens,April 2022,Siemens ist ein familienfreundliches Unternehmen,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
1729,qiagen,Oktober 2019,Spannende Projekte und guter Zusammenhalt mit großem Aber,not_recommended,5.0,5.0,2.0,3.0,3.0,,4.0,,4.0,3.0,3.0,2.0,0
1730,infineon-technologies,Dezember 2021,Very good place to be :D,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
1731,deutsche-bank,Mai 2020,Ermöglicht Vereinbarkeit von Familie und Arbeit während der Corona-Krise!,recommended,4.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,1
1732,hannover-rueckversicherung,Januar 2020,Abwechslungsreiches Aufgabengebiete und viele Weiterbildungsmöglichkeiten,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,1
1733,eon,Oktober 2020,Projektleiter,not_recommended,3.0,2.0,2.0,2.0,1.0,4.0,4.0,2.0,4.0,1.0,4.0,3.0,0
1734,delivery-hero,April 2022,Lieferant für Mjam (Market) - nicht zu empfehlen,not_recommended,1.0,2.0,3.0,1.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,0
1735,hellofresh,Januar 2022,International Marketing VP Leadership is a joke.,not_recommended,,2.0,1.0,3.0,1.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,0
1736,merckaa,April 2022,"Wertschätzung, Vertrauen und kollegiale Zusammenarbeit",recommended,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,4.0,1
1737,siemens,März 2022,Für Werkstudis top,recommended,3.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,1
1738,merckaa,Januar 2022,"Flexible Arbeitszeiten, außergewöhnliches Einsteigergehalt",recommended,4.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,5.0,3.0,4.0,4.0,1
1739,sartorius,November 2021,Arbeitskultur etwas rückständig,not_recommended,4.0,3.0,2.0,2.0,4.0,4.0,3.0,4.0,3.0,4.0,,4.0,0
1740,daimler-truck3,Januar 2022,Aufbruchsstimmung mit Altlasten,recommended,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,1
1741,siemens,Januar 2022,"Ein sehr guter, marktführender Arbeitgeber",recommended,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,3.0,4.0,5.0,1
1742,porsche-gruppe,Februar 2022,Ambivalentes Befinden,recommended,4.0,4.0,2.0,2.0,1.0,2.0,2.0,4.0,4.0,4.0,4.0,5.0,1
1743,covestro-deutschland3,Mai 2019,Toller Arbeitgeber,recommended,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,1
1744,covestro-deutschland3,Juni 2021,Enttäuschend. Unorganisiert. Eingerostet.,not_recommended,4.0,1.0,1.0,3.0,5.0,3.0,3.0,4.0,1.0,4.0,3.0,3.0,0
1745,brenntag,Juni 2019,Insgesamt: zufriedenGehalt könnte höher sein. Man arbeitet schließlich wie ein normaler Angestellter,recommended,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,2.0,3.0,5.0,4.0,1
1746,eon,April 2022,Wir werden immer bunter und besser,recommended,5.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,1
1747,sartorius,Mai 2020,Projekt Manager,recommended,5.0,4.0,3.0,5.0,2.0,1.0,4.0,5.0,4.0,3.0,4.0,5.0,1
1748,fresenius-medical-care,Mai 2021,Meine Erfahrung bei Fresenius war im Allgemeinen gut. Am Ende war ich jedoch enttäuscht.,recommended,4.0,4.0,4.0,3.0,3.0,,4.0,3.0,3.0,4.0,4.0,4.0,1
1749,sap,April 2022,Rückmeldung aus der SAP Beratung,recommended,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,1
1750,fresenius-medical-care,Januar 2022,Senior Product Manager,recommended,5.0,4.0,4.0,4.0,3.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,1
1751,hannover-rueckversicherung,Januar 2020,Toller Arbeitgeber,recommended,5.0,5.0,4.0,4.0,4.0,5.0,4.0,3.0,3.0,3.0,4.0,4.0,1
1752,muenchener-rueckversicherung,Juli 2017,Consultant,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
1753,fresenius-se,Januar 2022,"Der perfekte Ort für ein duales Studium. Ein moderner Arbeitgeber, Möglichkeiten zu Gleitzeit, Homeoffice, etc.",recommended,5.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,5.0,5.0,1
1754,deutsche-telekom,März 2022,Telekom gleich flexibel,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
1755,hannover-rueckversicherung,Juli 2021,Ein guter Platz um länger zu bleiben,recommended,5.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,1
1756,merckaa,Januar 2021,Top Arbeitgeber mit sehr guten Mitarbeiterkonditionen,recommended,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,1
1757,siemens,Januar 2022,Führung wird nicht gelebt,recommended,4.0,,2.0,4.0,2.0,,2.0,2.0,4.0,3.0,5.0,4.0,1
1758,vonovia-se,März 2022,Nur etwas für Hartgesottene,not_recommended,1.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0
1759,vonovia-se,Oktober 2021,schlechte Bezahlung bei fehlender Wertschätzung,not_recommended,2.0,3.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,0
1760,covestro-deutschland3,Februar 2021,Bester Arbeitgeber - We are one!,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,1
1761,sartorius,April 2020,Professioneller Umgang mit Corona,recommended,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,1
1762,brenntag,Mai 2021,"Gute Firma , schlechtes Personal.",not_recommended,3.0,1.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,0
