,employer,record_date,comment,overall_result,interesting_tasks,equality,communication,working_conditions,supervisor_behavior,dealing_w_older_colleagues,colleague_cohesion,environmental_social awareness,salary_benefits,career_training,work_life_balance,image
1638,henkel-aa,April 2021,Henkel und Henkel Beauty Care sind zwei Welten für sich,not_recommended,3.0,,2.0,2.0,3.0,,2.0,1.0,1.0,3.0,1.0,1.0
1639,henkel-aa,April 2021,Ich bin Henkelaner-Azubi,recommended,,,,,,,,,,,,
1640,henkel-aa,April 2021,Gibt keinen besseren als Henkel!,recommended,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,,5.0
1641,henkel-aa,März 2021,Ich gehe gerne zu Henkel,recommended,,,,,,,,,,,,
1642,henkel-aa,März 2021,Jahrelange Zugehörigkeit lohnt sich letzendlich,not_recommended,5.0,3.0,2.0,2.0,3.0,4.0,2.0,3.0,3.0,2.0,4.0,4.0
1643,henkel-aa,März 2021,Angenehm!,recommended,5.0,2.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0
1644,henkel-aa,März 2021,"Super Arbeitgeber, der persönliche Weiterentwicklung ermöglicht",recommended,5.0,4.0,5.0,3.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0
1645,henkel-aa,März 2021,"Nettes Team, fantastischer Support, vielfältige Weiterentwicklungsmöglichkeiten",recommended,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0
1646,henkel-aa,Februar 2021,"Außen hui, innen...",not_recommended,3.0,3.0,3.0,1.0,4.0,3.0,2.0,1.0,3.0,4.0,,2.0
1647,henkel-aa,Februar 2021,Toller Arbeitgeber mit vielen Möglichkeiten!,recommended,5.0,4.0,4.0,3.0,4.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0
1648,henkel-aa,Februar 2021,Henkel ist ein toller Arbeitgeber!,recommended,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0
1649,henkel-aa,Februar 2021,In der Kultur keine Spur von Dynamik,not_recommended,4.0,3.0,2.0,1.0,2.0,2.0,3.0,,3.0,,1.0,
1650,henkel-aa,Januar 2021,Sehr guter Arbeitgeber bei dem jeder Mitarbeiter wertgeschätzt werden.,recommended,5.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0
1651,henkel-aa,Januar 2021,Viel Luft nach oben. Mehr schein wie sein,not_recommended,3.0,1.0,4.0,4.0,1.0,5.0,3.0,4.0,1.0,3.0,4.0,2.0
1652,henkel-aa,Januar 2021,Endlich angekommen!,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
1653,henkel-aa,Januar 2021,Guter Arbeitgeber,recommended,4.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,4.0,3.0,4.0,5.0
1654,henkel-aa,Dezember 2020,"Globales Familienunternehmen, toller Teamspirit",recommended,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0
1655,henkel-aa,Dezember 2020,Bester Arbeitgeber. Sehr gute,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0
1656,henkel-aa,Dezember 2020,Hervorragender Arbeitsgeber mit tollen Aufstiegs-Chancen,recommended,3.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
1657,henkel-aa,November 2020,Traurige Firma. Nach außen den Samariter spielen. Intern die Leute vergraulen.,not_recommended,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,
1658,henkel-aa,November 2020,Top Arbeitgeber,recommended,5.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,4.0,3.0,5.0,5.0
1659,henkel-aa,November 2020,Vielseitiger und spannender Arbeitgeber,recommended,3.0,,5.0,4.0,5.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0
1660,henkel-aa,November 2020,sehr viele und unterschiedliche Möglichkeiten und Chancen!,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0
1661,henkel-aa,November 2020,Tolles Arbeitsklima mit super Weiterbildungsmöglichkeiten!,recommended,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0
1662,henkel-aa,November 2020,Top Management sollte ausgetauscht und reduziert werden!,not_recommended,3.0,5.0,3.0,2.0,1.0,5.0,2.0,2.0,1.0,4.0,1.0,1.0
1663,henkel-aa,Oktober 2020,Mitarbeiter in der Produktion im Werk Viersen,recommended,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0
1664,henkel-aa,Oktober 2020,Leider wird die Stimmung immer schlechter,not_recommended,2.0,3.0,4.0,4.0,1.0,1.0,4.0,2.0,2.0,3.0,1.0,1.0
1665,henkel-aa,Oktober 2020,Ich fühle mich als etwas Besonderes hier im Unternehmen,recommended,,,,,,,,,,,,
1666,henkel-aa,Oktober 2020,Sehr gute Onboardingphase bei Henkel,recommended,,,,,,,,,,,,
1667,henkel-aa,September 2020,"Eigenverantwortliches Handeln, Praktikanten als Teil des Teams, sich strukturieren, Stressmanagament",recommended,4.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,2.0,3.0,2.0,4.0
1668,henkel-aa,September 2020,Globales Unternehmen mit einer Sustainability DNA & Mitarbeiter Benefits,recommended,4.0,4.0,4.0,3.0,5.0,3.0,5.0,4.0,4.0,3.0,4.0,3.0
1669,henkel-aa,September 2020,Gutes Praktikum mit Stärken und Schwächen eines großen Unternehmens.Viele Erfahrungen gewonnen und neue Dinge gelernt.,recommended,4.0,5.0,4.0,3.0,5.0,4.0,5.0,3.0,5.0,3.0,4.0,5.0
1670,henkel-aa,September 2020,Sehr internationaler Arbeitgeber mit guten Entwicklungsmöglichkeiten,recommended,5.0,,4.0,5.0,5.0,,5.0,5.0,5.0,5.0,5.0,5.0
1671,henkel-aa,September 2020,Top Arbeitgeber mit vielen Freiheiten,recommended,5.0,5.0,5.0,5.0,3.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0
1672,henkel-aa,September 2020,"Bester Arbeitgeber, den ich je hatte",recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0
1673,henkel-aa,September 2020,"Challenging, aber mit vielen Möglichkeiten und Perspektiven!",recommended,5.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,4.0
1674,henkel-aa,September 2020,Sehr internationales Unternehmen mit sehr agilem Spirit!,recommended,5.0,4.0,,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0
1675,henkel-aa,September 2020,Ausbildung zum Industriekaufmann Henkel Hamburg,recommended,,,,,,,,,,,,
1676,henkel-aa,September 2020,"Toller Arbeitgeber, nette Kollgen, spannende Projekte, Möglichkeiten zur Weiterbildung!",recommended,5.0,4.0,4.0,,5.0,5.0,4.0,,4.0,5.0,4.0,5.0
1677,henkel-aa,September 2020,"Sehr guter Arbeitgeber. Der gerade in der schwierigen Zeit, voll hinter seinen Angestellten steht!",recommended,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0
1678,henkel-aa,September 2020,Tolle Zeit mit tollen Leuten,recommended,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0
1679,henkel-aa,September 2020,Arbeitszeiten und Vorgesetztenverhalten oft nicht tragbar,not_recommended,4.0,5.0,1.0,2.0,1.0,4.0,2.0,3.0,3.0,4.0,1.0,4.0
1680,henkel-aa,September 2020,"Auch ich bin stolz ein Henkelaner zu sein,",recommended,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0
1681,henkel-aa,September 2020,"Toller Unternehmensname im CV, sonst nicht zu empfehlen",not_recommended,1.0,2.0,2.0,3.0,2.0,4.0,2.0,3.0,2.0,1.0,2.0,
1682,infineon-technologies,Mai 2022,Sehr guter Arbeitgeber,recommended,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,3.0,5.0,5.0
1683,infineon-technologies,Mai 2022,Alt modisch / old school,not_recommended,4.0,1.0,3.0,3.0,1.0,1.0,3.0,,,1.0,1.0,
1684,infineon-technologies,Mai 2022,Erlebnis- und Informationsreiche Ausbildung,recommended,,,,,,,,,,,,
1685,infineon-technologies,April 2022,Großartiger Arbeitgeber,recommended,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
1686,infineon-technologies,April 2022,Infineon bietet eine super spannende und abwechslungsreiche Ausbildung!,recommended,5.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0
1687,infineon-technologies,März 2022,25+ Jahre Halbleiter Erfahrung,recommended,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0
1688,infineon-technologies,Februar 2022,Unternehmenskultur zum Wohlfühlen,recommended,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0
1689,infineon-technologies,Februar 2022,"Good for the CV, not so much for other aspects",not_recommended,2.0,2.0,2.0,3.0,1.0,4.0,2.0,3.0,2.0,2.0,3.0,4.0
1690,infineon-technologies,Februar 2022,Der Beste Job meines Lebens.,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
1691,infineon-technologies,Februar 2022,Schlechte Teamleitern,not_recommended,1.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0
1692,infineon-technologies,Februar 2022,Ein Geheimtipp im Raum Paderborn/Dortmund/Sauerland/Soest! Man holt das beste aus sich - Dank großartigen Teams,recommended,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0
1693,infineon-technologies,Januar 2022,es ist abzuraten!,not_recommended,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0
1694,infineon-technologies,Januar 2022,Rapide wachsender Markt mit vielen chancen,recommended,5.0,3.0,3.0,5.0,4.0,5.0,5.0,3.0,4.0,2.0,4.0,5.0
1695,infineon-technologies,Januar 2022,Tolles Unternehmen mit spannenden Projekten und internationalem Arbeitsumfeld,recommended,4.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0
1696,infineon-technologies,Januar 2022,"Anspruchsvolle & interessante Tätigkeit, Mitarbeiterwohl hat hohe Priorität",recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0
1697,infineon-technologies,Januar 2022,Gute Entscheidung,recommended,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0
1698,infineon-technologies,Januar 2022,Alles kann gut sein...,recommended,3.0,,5.0,2.0,1.0,2.0,4.0,4.0,3.0,3.0,4.0,4.0
1699,infineon-technologies,Januar 2022,Sehr gut wären da nicht teilweise Abteilungskämpfe,recommended,5.0,5.0,3.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0
1700,infineon-technologies,Januar 2022,NICHT EMPFEHLENSWERT,not_recommended,1.0,4.0,4.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0
1701,infineon-technologies,Dezember 2021,Top Arbeitgeber,recommended,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0
1702,infineon-technologies,Dezember 2021,Instandhalter,not_recommended,2.0,1.0,3.0,4.0,2.0,4.0,2.0,5.0,2.0,2.0,2.0,2.0
1703,infineon-technologies,Dezember 2021,Die Unternehmenskultur ist unschlagbar!!!,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
1704,infineon-technologies,Dezember 2021,- viel individuelle Arbeit - teils neue Aufgabenfelder zur Verbesserung der Skills - nette Mitarbeiter,recommended,3.0,5.0,3.0,4.0,5.0,5.0,4.0,3.0,3.0,2.0,3.0,3.0
1705,infineon-technologies,Dezember 2021,"Autonomous, flexible, great manager",recommended,2.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0
1706,infineon-technologies,Dezember 2021,It gave an opportunity to show my skills. Also it gave me a chance to interact with people with other backgrounds,recommended,4.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0
1707,infineon-technologies,Dezember 2021,Lots of workload but a lot of learning,recommended,4.0,3.0,3.0,4.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0
1708,infineon-technologies,Dezember 2021,Technical exposure: 5/5. Work life balance: 4/5. Facilities: 4/5. Salary: 4/5. People: 5/5. Work satisfaction: 5/5,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0
1709,infineon-technologies,Dezember 2021,Gut,recommended,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,2.0,2.0,5.0,3.0
1710,infineon-technologies,Dezember 2021,Über einen Freund ein angebot bekommen,recommended,4.0,5.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,4.0,4.0,3.0
1711,infineon-technologies,Dezember 2021,"Das Praktikum und die Werkstudententätigkeit hat mir sehr gut gefallen, das Umfeld war sehr gut, ich habe viel gelernt",recommended,5.0,5.0,4.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0
1712,infineon-technologies,Dezember 2021,"Das Praktikum und die Werkstudententätigkeit hat mir sehr gut gefallen, das Umfeld war sehr gut, ich habe viel gelernt",recommended,5.0,5.0,4.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0
1713,infineon-technologies,Dezember 2021,Super,recommended,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0
1714,infineon-technologies,Dezember 2021,Sehr gut.,recommended,4.0,4.0,3.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,5.0,5.0
1715,infineon-technologies,Dezember 2021,"It is great learning opportunity, and the team ensures that you understand what is expected from you",recommended,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
1716,infineon-technologies,Dezember 2021,Das Praxissemester bei Infineon war super.,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,5.0,5.0,5.0
1717,infineon-technologies,Dezember 2021,"für eine Zeit lang gut, aber nicht für immer.",not_recommended,1.0,5.0,3.0,3.0,4.0,5.0,5.0,4.0,4.0,5.0,3.0,1.0
1718,infineon-technologies,Dezember 2021,"Sehr gut: 4,8 von 5 Sternen",recommended,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
1719,infineon-technologies,Dezember 2021,Gute Leistung.,recommended,3.0,5.0,3.0,4.0,4.0,5.0,3.0,4.0,3.0,2.0,4.0,3.0
1720,infineon-technologies,Dezember 2021,"flexibel, nette Kollegen",recommended,2.0,4.0,3.0,2.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0
1721,infineon-technologies,Dezember 2021,"War eine schöne Werkstudentenzeit, gerne wieder!",recommended,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0
1722,infineon-technologies,Dezember 2021,The working student position helped me learn a lot of valuable things and I got proper guidance by my supervisor,recommended,5.0,5.0,3.0,5.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,5.0
1723,infineon-technologies,Dezember 2021,It's a very nice experience to work in such a big company.,recommended,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,4.0
1724,infineon-technologies,Dezember 2021,insgesamt gute Werkstudententätigkeit,not_recommended,3.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,2.0,3.0,4.0,3.0
1725,infineon-technologies,Dezember 2021,"War eine schöne Werkstudentenzeit, gerne wieder!",recommended,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0
1726,infineon-technologies,Dezember 2021,"Gut: 3,8 von 5 Sternen",not_recommended,4.0,2.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0
1727,infineon-technologies,Dezember 2021,Sehr Interessanter Einblick in die berufliche Praxis in meinem Themengebiet.,recommended,4.0,5.0,4.0,4.0,3.0,5.0,5.0,5.0,4.0,3.0,5.0,4.0
1728,infineon-technologies,Dezember 2021,a lot of useful tasks,recommended,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,5.0,5.0,5.0
1729,infineon-technologies,Dezember 2021,"Schnell und unkompliziert, Ausschreibung über die Fakultät",recommended,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,4.0
1730,infineon-technologies,Dezember 2021,"Ich bin überaus zufrieden mit meinem Werkstudentenjob, neue Aufgaben und Themen reizen und fordern mich gut heraus.",recommended,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0
1731,infineon-technologies,Dezember 2021,Kollegen und Werkstudenten sind nett und hilfsbereit. Die Aufgaben sind manchmal ein wenig eintönig.,recommended,3.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,2.0,5.0,4.0
1732,infineon-technologies,Dezember 2021,"Ich bin überaus zufrieden mit meinem Werkstudentenjob, neue Aufgaben und Themen reizen und fordern mich gut heraus.",recommended,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0
1733,infineon-technologies,Dezember 2021,Kollegen und Werkstudenten sind nett und hilfsbereit. Die Aufgaben sind manchmal ein wenig eintönig.,recommended,3.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,2.0,5.0,4.0
1734,infineon-technologies,Dezember 2021,"Sehr gut: 4,4 von 5 Sternen",recommended,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,5.0,4.0
1735,infineon-technologies,Dezember 2021,immer zufrieden gewesen,recommended,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,2.0,5.0,4.0
1736,infineon-technologies,Dezember 2021,Praktikum war insgesamt gut viel gelernt in der Zeit (positive und negative Erfahrungen gemacht),not_recommended,3.0,5.0,2.0,4.0,2.0,4.0,4.0,2.0,4.0,2.0,4.0,3.0
1737,infineon-technologies,Dezember 2021,Alles bestens,recommended,2.0,3.0,1.0,5.0,4.0,4.0,5.0,3.0,4.0,3.0,4.0,3.0
1738,infineon-technologies,Dezember 2021,a lot of useful tasks,recommended,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,5.0,5.0,5.0
1739,infineon-technologies,Dezember 2021,"Schnell und unkompliziert, Ausschreibung über die Fakultät",recommended,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,4.0
1740,infineon-technologies,Dezember 2021,Bis auf Kleinigkeiten bin ich total zufrieden.,recommended,2.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,3.0,5.0,4.0
1741,infineon-technologies,Dezember 2021,"Sehr gut: 4,6 von 5 Sternen",recommended,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0
1742,infineon-technologies,Dezember 2021,"Sehr gut: 4,6 von 5 Sternen",recommended,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,2.0,4.0,5.0,5.0
1743,infineon-technologies,Dezember 2021,Bis auf Kleinigkeiten bin ich total zufrieden.,recommended,2.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,3.0,5.0,4.0
1744,infineon-technologies,Dezember 2021,"Sehr gut: 4,6 von 5 Sternen",recommended,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0
1745,infineon-technologies,Dezember 2021,learningful and fun,recommended,3.0,5.0,4.0,3.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,3.0
1746,infineon-technologies,Dezember 2021,Very good place to be :D,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
1747,infineon-technologies,Dezember 2021,Interessante Arbeit mit netten Kollegen,recommended,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,4.0
1748,infineon-technologies,Dezember 2021,Neue Erfahrung gesammelt .,not_recommended,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0
1749,infineon-technologies,Dezember 2021,bin zufrieden,recommended,4.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,4.0,2.0,2.0,4.0
1750,infineon-technologies,Dezember 2021,ich bin schon das dritte Mal während meines Studiums bei Infineon und würde es immer wieder tun,recommended,4.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0
1751,infineon-technologies,Dezember 2021,"great employer, I am very pleased with my experience as a working student and I intend to work there for the next year",recommended,4.0,5.0,2.0,5.0,4.0,4.0,5.0,3.0,5.0,4.0,5.0,5.0
1752,infineon-technologies,Dezember 2021,sehr zufrieden 10/10,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0
1753,infineon-technologies,Dezember 2021,"meine Werkstundententätigkeit ist sehr gut, um während des Studiums einen Einblick zu bekommen",recommended,4.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,2.0,5.0,4.0
1754,infineon-technologies,Dezember 2021,Sehr gute Erfahrung. Verschiedene Aufgabenbereiche. Gut im Geschehen integriert,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0
1755,infineon-technologies,Dezember 2021,Ich hatte die Möglichkeit in viele Bereiche reinzuschnuppern,recommended,3.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0
1756,infineon-technologies,Dezember 2021,Interessante stelle mit interessanten aufgaben jedoch viele überstunden bzw mehrarbeit.,not_recommended,4.0,5.0,4.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0
1757,infineon-technologies,Dezember 2021,"Gut: 3,7 von 5 Sternen",not_recommended,2.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,5.0,2.0
1758,infineon-technologies,Dezember 2021,I have started about 2 months ago and have learned a lot meanwhile,recommended,4.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,5.0,4.0,4.0
1759,infineon-technologies,Dezember 2021,"It is still in process. However, I am still enjoying and looking forward to the remaining bit.",recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0
1760,infineon-technologies,Dezember 2021,It is a great opportunity to first introduce myself in a working environment,recommended,4.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,3.0,5.0,5.0,3.0
1761,infineon-technologies,Dezember 2021,"sehr interessant, gerade wenn man vorher noch nicht gearbeitet hat und/oder sich für Halbleiterfertigung interessiert.",recommended,4.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,4.0,3.0,5.0,4.0
1762,infineon-technologies,Dezember 2021,"sehr interessant, gerade wenn man vorher noch nicht gearbeitet hat und/oder sich für Halbleiterfertigung interessiert.",recommended,4.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,4.0,3.0,5.0,4.0
1763,infineon-technologies,Dezember 2021,Overall I believe the internship helped me a lot in my development. I got exposure to the industry and the technologies.,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0
1764,infineon-technologies,Dezember 2021,Sehr gut,recommended,4.0,5.0,4.0,5.0,3.0,5.0,5.0,4.0,5.0,3.0,5.0,4.0
1765,infineon-technologies,Dezember 2021,"Sehr spannende, herausfordernde Tätigkeit, die wertgeschätzt wird",recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
1766,infineon-technologies,Dezember 2021,Rundum positiv und eine wertvolle Erfahrung,recommended,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0
1767,infineon-technologies,Dezember 2021,Sehr gut,recommended,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0
1768,infineon-technologies,Dezember 2021,"Sehr gut: 4,8 von 5 Sternen",recommended,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0
1769,infineon-technologies,Dezember 2021,"Sehr angenesses Arbeitsklimma, sehr nettes Arbeitsumfeld, sehr gute Bezahlung",recommended,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,5.0,4.0
1770,infineon-technologies,Dezember 2021,"aufschlussreich, bemüht",recommended,4.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0
1771,infineon-technologies,Dezember 2021,Spannende und abwechslungsreiche Tätigkeit,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
1772,linde,April 2022,Flexible Arbeitszeitmodelle und Home Office kein Problem,recommended,5.0,4.0,4.0,4.0,4.0,5.0,5.0,3.0,4.0,4.0,5.0,3.0
1773,linde,April 2022,Mitarbeiter sind nur eine Nummer und müssen weit über das Normale hinaus arbeiten.,not_recommended,1.0,5.0,1.0,3.0,2.0,5.0,5.0,2.0,1.0,3.0,1.0,2.0
1774,linde,April 2022,Super Erfahrung und tolles Team!,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0
1775,linde,April 2022,Servicegedanke bei HR fehlt,not_recommended,2.0,1.0,1.0,4.0,1.0,4.0,2.0,2.0,3.0,2.0,3.0,3.0
1776,linde,April 2022,Alles für den Profit und den Aktionär,not_recommended,,1.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0
1777,linde,April 2022,Sehr angenehme Arbeitsatmosphere mit spannenden Projekten,recommended,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0
1778,linde,April 2022,Der Schein trübt - sehr sehr schlechte Zustände herrschen dort,not_recommended,2.0,3.0,2.0,2.0,2.0,4.0,1.0,2.0,3.0,2.0,1.0,3.0
1779,linde,März 2022,Tolle Erfahrung!,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
1780,linde,März 2022,"Der Zusammenschluss von Praxair und Linde führt gewollt, zu drastischem Druck und Küdigungen der Arbeitnehmer.",not_recommended,2.0,3.0,1.0,3.0,2.0,3.0,1.0,2.0,3.0,1.0,3.0,3.0
1781,linde,März 2022,So schade...,not_recommended,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0,3.0,4.0,2.0
1782,linde,Februar 2022,Die Guten Zeiten sind vorbei trotz Standortsicherung für weitere Jahre,not_recommended,1.0,3.0,2.0,1.0,3.0,4.0,4.0,2.0,3.0,1.0,3.0,2.0
1783,linde,Januar 2022,Seit der Fusion mit Praxair geht's bergab. Die Bewertung ist eine bzgl. der Vergangenheit. Die Gegenwart ist schlechter,not_recommended,2.0,5.0,5.0,3.0,4.0,4.0,4.0,2.0,3.0,1.0,2.0,3.0
1784,linde,Januar 2022,Es geht alles nach Rumänien,not_recommended,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,4.0,1.0,3.0,3.0
1785,linde,Januar 2022,Verpasste Chance,recommended,,,,,,,,,,,,
1786,linde,Januar 2022,"Eine großer Konzern, der leider nur noch Aktionär verbunden ist und dem die Mitarbeiter*innen egal sind",not_recommended,3.0,3.0,1.0,2.0,4.0,3.0,3.0,2.0,2.0,1.0,3.0,2.0
