,employer,record_date,comment,overall_result,interesting_tasks,equality,communication,working_conditions,supervisor_behavior,dealing_w_older_colleagues,colleague_cohesion,environmental_social awareness,salary_benefits,career_training,work_life_balance,image,overall_number
1884,infineon-technologies,Dezember 2021,Instandhalter,not_recommended,2.0,1.0,3.0,4.0,2.0,4.0,2.0,5.0,2.0,2.0,2.0,2.0,0
1885,daimler-truck3,März 2022,"Toller Arbeitgeber, noch tollere Kolleg:innen :-)",recommended,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
1886,deutsche-post,April 2022,"Gesprächige Kollegen, spezielle Führungskräfte.",not_recommended,4.0,4.0,3.0,1.0,1.0,2.0,4.0,4.0,2.0,2.0,2.0,3.0,0
1887,pumagroup,Juni 2018,Es ist nicht alles Gold was glänzt - Pfui!,not_recommended,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
1888,mtuaeroengines,März 2022,Top Arbeitsplatz,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
1889,deutsche-bank,September 2021,Karriere als Mutter kann man vergessen,not_recommended,2.0,1.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,2.0,1.0,0
1890,eon,April 2021,Toller Arbeitgeber auch in Krisenzeiten,recommended,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,5.0,1
1891,daimler-truck3,August 2021,"Tolles Team, kein Changemanagement, derzeit keine Perspektive für junge MA",recommended,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,5.0,3.0,5.0,3.0,1
1892,sartorius,April 2021,"Sehr strukturierter Einstellungsprozess, trotz Corona und Videomeetings als Vorstellungsgespräche.",recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
1893,bayer,April 2022,Sehr Zukunftsorientiert mit guten Perspektiven.,recommended,5.0,5.0,3.0,3.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,1
1894,henkel-aa,Februar 2022,"Der beste Ort, um ""Henkel"" zu treffen, ist ein Gericht!",not_recommended,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0
1895,fresenius-se,April 2018,Leere Versprechungen und Lügen,not_recommended,2.0,4.0,3.0,1.0,1.0,4.0,1.0,4.0,4.0,1.0,2.0,1.0,0
1896,vonovia-se,Oktober 2021,Leistung wird nicht belohnt....,not_recommended,1.0,3.0,1.0,2.0,1.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,0
1897,linde,März 2021,Licht und Schatten,not_recommended,5.0,3.0,2.0,1.0,4.0,2.0,2.0,2.0,3.0,1.0,3.0,3.0,0
1898,qiagen,April 2019,"Veränderungen (in der Führung) gehören dazu, sind aber leider nicht immer positiv",not_recommended,4.0,2.0,2.0,4.0,1.0,4.0,4.0,2.0,2.0,3.0,2.0,3.0,0
1899,fresenius-medical-care,Mai 2021,Meine Erfahrung bei Fresenius war im Allgemeinen gut. Am Ende war ich jedoch enttäuscht.,recommended,4.0,4.0,4.0,3.0,3.0,,4.0,3.0,3.0,4.0,4.0,4.0,1
1900,brenntag,Februar 2019,Eigentlich kein schlechter Arbeitgeber....,recommended,4.0,5.0,1.0,1.0,1.0,5.0,2.0,2.0,3.0,3.0,1.0,2.0,1
1901,deutsche-post,April 2022,Es war einmal gut ! Heute ist es eine Katastrophe,not_recommended,3.0,3.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,2.0,0
1902,continental-gruppe,Mai 2022,Transformation in der Autoindustrie mitgestalten,recommended,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,1
1903,fresenius-medical-care,August 2019,Schichtarbeit in der produktion,recommended,1.0,5.0,4.0,4.0,4.0,5.0,4.0,3.0,5.0,1.0,4.0,3.0,1
1904,rwe,Dezember 2021,Ok.,not_recommended,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,,2.0,2.0,2.0,0
1905,delivery-hero,September 2021,Overall mixed feelings with DH,not_recommended,4.0,5.0,2.0,3.0,3.0,4.0,4.0,5.0,2.0,3.0,2.0,3.0,0
1906,merckaa,Oktober 2020,Ein vielfältiges Unternehmen - in jeder Hinsicht,recommended,5.0,5.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,1
1907,volkswagen,August 2021,Der Lohn wird als Schmerzensgeld angesehen,not_recommended,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,0
1908,symrise,September 2019,Geiler Arbeitgeber mit guter Kommunikation und gutem Gehalt,recommended,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,5.0,3.0,1
1909,fresenius-se,Mai 2018,gut,recommended,3.0,3.0,4.0,3.0,3.0,4.0,4.0,1.0,3.0,2.0,2.0,5.0,1
1910,bmwgroup,Januar 2022,"Grundsätzlich kennt jeder die große Welt von BMW und das hat einen guten Grund, aber es ist nicht alles Gold was glänzt.",recommended,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1
1911,porsche-gruppe,Januar 2022,Porsche = Goldener Käfig,not_recommended,2.0,1.0,1.0,1.0,2.0,4.0,3.0,3.0,4.0,1.0,1.0,5.0,0
1912,delivery-hero,Juni 2015,Sucht euch bloß einen anderen Arbeitgeber !!!,not_recommended,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0
1913,merckaa,Mai 2022,Wird leider mehr und mehr Standard,not_recommended,5.0,3.0,3.0,5.0,1.0,4.0,5.0,5.0,5.0,2.0,4.0,5.0,0
1914,fresenius-se,Dezember 2021,Sehr gut,recommended,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,5.0,4.0,5.0,1
1915,deutsche-post,Mai 2022,Druck stress nicht leistungs gerechte Bezahlung,not_recommended,5.0,4.0,1.0,1.0,1.0,5.0,2.0,1.0,1.0,1.0,2.0,4.0,0
1916,hellofresh,Januar 2022,Terrible management and work-life balance,not_recommended,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
1917,delivery-hero,März 2017,Schwacher Arbeitgeber,not_recommended,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0
1918,basf-se,Dezember 2021,Meine Anilin,recommended,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,1
1919,vonovia-se,Oktober 2021,OB in Hannover,not_recommended,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,0
1920,fresenius-medical-care,Juli 2019,"Leider ist die Firma lange nicht mehr so toll, wie sie mal war.",not_recommended,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,2.0,0
1921,siemens,März 2022,"Schade, das war wohl nix - schnell wieder weg hier",not_recommended,4.0,1.0,3.0,1.0,3.0,2.0,3.0,1.0,4.0,3.0,1.0,2.0,0
1922,deutsche-boerse,Januar 2019,Keine Aufstiegschancen,not_recommended,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,5.0,4.0,0
1923,bmwgroup,April 2022,Top Arbeitgeber,recommended,5.0,5.0,4.0,5.0,4.0,5.0,3.0,5.0,4.0,5.0,5.0,5.0,1
1924,siemens,März 2022,Für Werkstudis top,recommended,3.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,1
1925,continental-gruppe,März 2022,Mehr Schein als Sein,not_recommended,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
1926,continental-gruppe,Januar 2022,Super Arbeitgeber,recommended,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,1
1927,symrise,Juni 2018,Die Ausbildung hat mir sehr viel Spass gemacht. Der ergänzende Werksunterricht war auch super!,recommended,,,,,,,,,,,,,1
1928,henkel-aa,Juli 2021,"Wenig Perspektiven für Naturwissenschaftler, im Moment werden höhere Führungspositionen fast nur von extern besetzt.",not_recommended,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,0
1929,deutsche-bank,Januar 2022,"Job's, wie es sie heute nicht mehr gibt",recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
1930,bayer,Mai 2021,Mit den Jahren immer schlechter,not_recommended,4.0,2.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,0
1931,porsche-gruppe,August 2021,Ganze Abteilung Belogen,not_recommended,2.0,1.0,1.0,2.0,1.0,5.0,4.0,4.0,2.0,1.0,1.0,3.0,0
1932,rwe,Februar 2021,Portfolio Management,not_recommended,3.0,2.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,0
1933,porsche-gruppe,Oktober 2021,mit Höhen und Tiefen,not_recommended,3.0,5.0,1.0,5.0,3.0,5.0,2.0,4.0,5.0,3.0,1.0,5.0,0
1934,volkswagen,Januar 2022,Masterand - Bezahlung über Branchendurchschnitt - Viele Freiheiten,recommended,4.0,3.0,5.0,5.0,5.0,4.0,3.0,5.0,4.0,5.0,4.0,5.0,1
1935,sap,April 2022,Top Arbeitgeber!,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,1
1936,eon,Januar 2021,Dienstleister für den E.ON Konzern für Entgeltabrechnung und Vertragsmanagement,not_recommended,3.0,5.0,4.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,0
1937,qiagen,Februar 2018,Sehr gut,recommended,5.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,1
1938,merckaa,Februar 2020,Support ist angesagt.,recommended,,,,,,,,,,,,,1
1939,daimler-truck3,Januar 2022,Bewertung,recommended,3.0,5.0,4.0,5.0,4.0,5.0,5.0,3.0,5.0,3.0,4.0,3.0,1
1940,pumagroup,April 2021,"Als arbeitende Mutter ist man leider nur vollwertig, wenn man Vollzeit arbeitet",not_recommended,1.0,4.0,3.0,1.0,2.0,3.0,3.0,2.0,2.0,,2.0,2.0,0
1941,henkel-aa,Februar 2022,Weltmarktführer im Klebstoffbereich mit Schattenseiten! (Bereich Adhesives),not_recommended,5.0,3.0,2.0,2.0,1.0,4.0,4.0,3.0,4.0,4.0,3.0,2.0,0
1942,linde,März 2022,So schade...,not_recommended,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0,3.0,4.0,2.0,0
1943,qiagen,Oktober 2019,QIAGEN is an excellent place to get a professional experience.,recommended,5.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,3.0,5.0,4.0,1
1944,porsche-gruppe,Juli 2021,Die Aussenwirkung ist besser als es der Tatsache entspricht,recommended,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,4.0,3.0,1
1945,fresenius-se,Juni 2020,Chaos ohne Ende,not_recommended,1.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,2.0,4.0,2.0,2.0,0
1946,mercedes-benz-group,März 2022,intransparent / gruseliger Betriebsrat nur auf Co-Management aus,not_recommended,2.0,3.0,1.0,4.0,2.0,1.0,2.0,3.0,3.0,1.0,4.0,2.0,0
1947,qiagen,Oktober 2017,War mal besser...,not_recommended,2.0,3.0,1.0,2.0,2.0,3.0,4.0,2.0,1.0,1.0,3.0,2.0,0
1948,continental-gruppe,April 2022,"Sicher, aber ohne Wertschätzung für High Performer",recommended,2.0,3.0,3.0,1.0,3.0,4.0,5.0,3.0,2.0,1.0,4.0,3.0,1
1949,mercedes-benz-group,März 2022,Enttäuscht von einem globalen Unternehmen,not_recommended,,,,,,,,,,,,,0
1950,rwe,März 2021,"Sehr guter Arbeitgeber, jedoch wenig Aufstiegschancen!",recommended,4.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,3.0,3.0,5.0,1
1951,hannover-rueckversicherung,August 2019,Klare Empfehlung,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
1952,rwe,Oktober 2021,"Das Arbeitsklima ist sehr angenehm, faire und gute Bezahlung. Gute Aufstiegschancen.",recommended,5.0,4.0,4.0,3.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,,1
1953,bayer,September 2021,Jahrelang das zweite zu Hause,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,1
1954,rwe,Juli 2019,we shape the energy of the future,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
1955,deutsche-bank,Januar 2022,Erfahrung,recommended,4.0,4.0,4.0,3.0,3.0,5.0,3.0,3.0,3.0,2.0,3.0,3.0,1
1956,deutsche-bank,Februar 2022,Gut: 3 von 5 Sternen,recommended,1.0,4.0,3.0,4.0,1.0,5.0,3.0,2.0,2.0,4.0,4.0,5.0,1
1957,infineon-technologies,Dezember 2021,insgesamt gute Werkstudententätigkeit,not_recommended,3.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,2.0,3.0,4.0,3.0,0
1958,merckaa,April 2022,Mixed Feelings,recommended,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,1
1959,porsche-gruppe,April 2021,Ich bin sehr dankbar hier sein zu dürfen,recommended,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
1960,sartorius,Dezember 2020,Schnelles Wachstum tut nicht gut,recommended,5.0,5.0,3.0,3.0,3.0,5.0,4.0,2.0,4.0,3.0,2.0,4.0,1
1961,deutsche-boerse,April 2022,"Gutes Unternehmen, unfähiges Management",not_recommended,4.0,4.0,2.0,4.0,4.0,3.0,4.0,1.0,2.0,1.0,4.0,3.0,0
1962,deutsche-post,April 2022,NULL Familienfreundlich,not_recommended,4.0,2.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,0
1963,porsche-gruppe,Februar 2022,Das Paradies für MS Office Ingenieure & Terminplanverfolger,not_recommended,1.0,1.0,1.0,3.0,2.0,4.0,3.0,3.0,4.0,1.0,2.0,3.0,0
1964,hellofresh,Oktober 2019,Unprofessional Team Leaders in Finance,not_recommended,2.0,2.0,1.0,2.0,1.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,0
1965,pumagroup,März 2019,"Dynamischer Arbeitgeber, der im laufe der Jahre für Mitarbeiter immer attraktiver geworden ist. Lot of fun!",recommended,5.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,1
1966,airbus,Januar 2022,"Toleranter, bunter, internationaler AG mit hochinteressanten Aufgaben",recommended,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,1
1967,fresenius-medical-care,April 2021,"Stolz, dazu zu gehören.. I ❤️ FMC..",recommended,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,1
1968,rwe,Oktober 2020,Gibt wenig zu meckern...,recommended,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,1
1969,henkel-aa,Dezember 2020,"Globales Familienunternehmen, toller Teamspirit",recommended,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,1
1970,henkel-aa,Oktober 2021,Kostenmanagement oberstes Ziel,not_recommended,1.0,3.0,5.0,1.0,1.0,2.0,4.0,2.0,4.0,2.0,4.0,4.0,0
1971,hellofresh,Juli 2018,Ich bin seit knapp 2 Monaten bei HelloFresh und bisher sehr glücklich hier. Die Arbeit sowie die Mitarbeiter sind super!,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,1
1972,symrise,Oktober 2020,Gut geht anders,not_recommended,3.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,0
1973,hannover-rueckversicherung,August 2021,"Sehr guter Arbeitsgeber, sehr nette Arbeitskollegen",recommended,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,1
1974,hellofresh,März 2022,Das Wachstum der Firma scheint einigen Mitarbeitenden ordentlich zu Kopf gestiegen zu sein,not_recommended,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
1975,basf-se,Januar 2022,Zukunftsorientiert und überragende Konditionen,recommended,,,,,,,,,,,,,1
1976,muenchener-rueckversicherung,Juli 2017,"Münchener Rückversicherungs-Gesellschaft Aktiengesellschaft in München, 4.2 von 5",recommended,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,1
1977,bmwgroup,Dezember 2021,BMW WERK Leipzig,recommended,1.0,4.0,4.0,4.0,3.0,3.0,5.0,4.0,4.0,2.0,3.0,4.0,1
1978,hannover-rueckversicherung,August 2017,Toller Arbeitgeber (meistens),recommended,3.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,5.0,5.0,1
1979,volkswagen,Juli 2021,"Wenn jemand viel Geld verdienen will und ihm alles egal ist, dann ist er hier genau richtig",not_recommended,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,5.0,1.0,3.0,2.0,0
1980,deutsche-post,April 2022,Absolut NICHT zu empfehlender Arbeitgeber,not_recommended,2.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,0
1981,bayer,April 2022,Fair und sozial,recommended,2.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,3.0,4.0,1
1982,zalando,Oktober 2021,Nicht gute Arbeit,not_recommended,1.0,3.0,1.0,2.0,3.0,2.0,4.0,3.0,1.0,1.0,1.0,3.0,0
1983,sartorius,Mai 2021,Tolle Firma!,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
1984,porsche-gruppe,April 2021,Niemand ist auch nur annähernd so toll,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
1985,merckaa,März 2021,Ein spannendes Unternehmen,recommended,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,1
1986,adidas,Oktober 2021,Own the game - vergesst dabei nicht die Menschen,recommended,5.0,5.0,3.0,2.0,5.0,5.0,3.0,2.0,4.0,3.0,4.0,4.0,1
1987,hellofresh,Juli 2021,Muss man sich gut überlegen,not_recommended,2.0,2.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,0
1988,hellofresh,September 2019,"junges Unternehmen, nette Stimmung und spannende Aufgaben",recommended,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,2.0,5.0,1
1989,mercedes-benz-group,Januar 2022,Mangelhafte Ausbildung,recommended,,,,,,,,,,,,,1
1990,deutsche-boerse,Januar 2019,"Nicht schlecht, war besser, jetzt Raum für Verbesserungen",not_recommended,4.0,5.0,2.0,3.0,3.0,5.0,4.0,3.0,4.0,3.0,3.0,5.0,0
1991,deutsche-boerse,Dezember 2021,"Vollwertiges Teammitglied, viele verschiene Bereiche kennengelernt, tolles Mentoring durch ältere Kollegen.",recommended,4.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,1.0,5.0,5.0,4.0,1
1992,zalando,November 2021,Souveräner Arbeitgeber,recommended,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,1
1993,pumagroup,Juni 2020,"Hohe Flexibilität, offene freundliche Kultur, super Ausstattung",recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,1
1994,continental-gruppe,April 2022,HR Manager,not_recommended,3.0,4.0,2.0,3.0,2.0,3.0,3.0,1.0,3.0,1.0,,2.0,0
1995,bayer,Oktober 2021,"Man lernt nicht dazu, vergiftetes Arbeitsumfeld durch schlechtes Management",not_recommended,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
1996,mercedes-benz-group,März 2022,Ruhiger Ort für ein facher Menschen.,not_recommended,4.0,4.0,2.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,0
1997,sap,April 2022,Der glückliche Mitarbeiter steht im Mittelpunkt.,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
1998,merckaa,August 2021,Patent Councel,recommended,5.0,3.0,3.0,4.0,3.0,2.0,,5.0,3.0,3.0,2.0,5.0,1
1999,zalando,April 2021,Ich empfinde Zalando als guten Arbeitgeber,recommended,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,1
2000,sap,März 2022,SAP Se,recommended,4.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,1
2001,muenchener-rueckversicherung,November 2019,Wo die Welt noch in Ordnung ist,recommended,4.0,5.0,2.0,5.0,4.0,3.0,4.0,5.0,4.0,2.0,5.0,5.0,1
2002,siemens,Januar 2022,Super Arbeitgeber,recommended,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,1
2003,merckaa,April 2021,Top Arbeitgeber!,recommended,5.0,5.0,3.0,4.0,4.0,5.0,5.0,5.0,4.0,3.0,5.0,4.0,1
2004,hellofresh,Januar 2020,Aktuell wohl der spannendste Arbeitgeber in Berlin! Trotz schnellem Wachstum gerät der Mitarbeiter nicht aus dem Blick,recommended,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,1
2005,brenntag,Januar 2021,Vertrieb hat nichts zu melden,not_recommended,4.0,3.0,1.0,5.0,1.0,3.0,3.0,2.0,5.0,3.0,5.0,1.0,0
2006,adidas,Juli 2021,Nur Show und kein Sinn für Mitarbeite*rinnen,not_recommended,3.0,3.0,2.0,3.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,4.0,0
2007,symrise,Juni 2018,Gut: 3.92 von 5 Sternen,recommended,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,1
2008,rwe,Februar 2020,Das Unternehmen ist als Arbeitgeber nicht zu empfehlen,not_recommended,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2009,linde,März 2021,Drittklassige Hinterhof Spedition,not_recommended,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,0
2010,eon,Oktober 2021,Gute Erfahrungen,recommended,4.0,5.0,3.0,2.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,1
2011,mtuaeroengines,März 2022,Fertigungsplaner Beschichtungsverfahren,recommended,5.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,1
2012,zalando,November 2021,"Persönlich gesehen nicht gut, Sonderbehandlung möglich je nach Job, Mehrarbeit, samstags arbeiten, lange laufwege",not_recommended,1.0,,1.0,,2.0,1.0,2.0,,3.0,,3.0,,0
2013,daimler-truck3,März 2022,"Ein Unternehmen mit Geschichte, Charakter und Zukunft.",recommended,4.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,3.0,3.0,5.0,1
2014,eon,April 2021,"war mal ein guter Arbeitgeber, seit 2011 nur noch im Ausnahmezustand",recommended,4.0,5.0,3.0,5.0,3.0,1.0,3.0,1.0,5.0,3.0,2.0,4.0,1
2015,deutsche-telekom,April 2022,Aktuelle Situation katastrophal,not_recommended,4.0,5.0,3.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,5.0,3.0,0
2016,covestro-deutschland3,Mai 2020,Top Arbeitgeber,recommended,4.0,4.0,,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,1
2017,deutsche-bank,Oktober 2021,"Sehr gutes Arbeitsklima, starke Führungskräfte innerhalb der Abteilung. Interessante Aufgaben.",recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,1
2018,mercedes-benz-group,Februar 2022,Empfehlenswert,recommended,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,2.0,5.0,1
2019,volkswagen,April 2022,Respektvoller Umgang,recommended,3.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,5.0,3.0,2.0,4.0,1
2020,bmwgroup,Dezember 2021,Gutes und Schlechtes,not_recommended,1.0,2.0,1.0,4.0,1.0,3.0,4.0,5.0,4.0,1.0,1.0,4.0,0
2021,deutsche-telekom,Februar 2022,"Tolles Team, aber...",recommended,5.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,1
2022,infineon-technologies,Mai 2022,Sehr guter Arbeitgeber,recommended,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,3.0,5.0,5.0,1
2023,vonovia-se,März 2022,Vernünftiges Unternehmen,recommended,2.0,4.0,2.0,1.0,3.0,3.0,4.0,5.0,4.0,1.0,5.0,4.0,1
2024,daimler-truck3,Januar 2022,Top Arbeitgeber,recommended,4.0,3.0,4.0,5.0,4.0,5.0,5.0,5.0,3.0,3.0,5.0,4.0,1
2025,mtuaeroengines,März 2022,Der Beste Arbeitsplatz Ever,recommended,2.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,3.0,1.0,1.0,3.0,1
2026,pumagroup,Januar 2021,Angenehme Unternehmenskultur und spannendes Umfeld,recommended,5.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,5.0,,5.0,4.0,1
2027,symrise,Juli 2021,Unternehmen mit Potential,recommended,5.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,2.0,4.0,1
2028,muenchener-rueckversicherung,März 2017,Sehr empfehlenswerter Arbeitgeber,recommended,4.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,1
2029,pumagroup,Juli 2019,Alles in Allem ein akzeptabler Arbeitgeber,not_recommended,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,0
2030,vonovia-se,Oktober 2021,Im großen und ganzen OK!,recommended,5.0,5.0,3.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,2.0,1
2031,mercedes-benz-group,Januar 2022,Ich würde niemals eine Ausbildung weiterempfehlen. Paar Wochen Ferienjob ist das beste um schnell Geld zu machen,recommended,,,,,,,,,,,,,1
2032,bayer,Juli 2021,Grundsätzlich guter Arbeitgeber mit einigen Schwächen,recommended,3.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,5.0,2.0,4.0,2.0,1
2033,deutsche-bank,Dezember 2021,"Sinnlose Prozesse, chaotische Kommunikation, fehlende Struktur - Willkommen bei der Deutschen Bank!",not_recommended,1.0,2.0,2.0,2.0,3.0,,4.0,1.0,4.0,2.0,3.0,2.0,0
2034,rwe,September 2020,gutes arbeitsklimma und nette kollegen,not_recommended,3.0,4.0,3.0,5.0,5.0,4.0,4.0,2.0,4.0,3.0,4.0,3.0,0
2035,porsche-gruppe,März 2021,Porsche - was sonst?!,recommended,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,1
